Voluntari_IdPersona;Voluntari_Sexe;Voluntari_FranjaEdat;Voluntari_Municipi;Voluntari_DataAlta;Voluntari_Estudiant;Voluntari_Treballador;Voluntari_Aturat;Voluntari_Jubilat;Voluntari_Derivats;Voluntari_Voluntaris
1;D;3;SABADELL;2015/01/07;N;N;N;N;3;1
3;H;2;BARCELONA;2015/01/07;N;N;N;N;4;1
4;H;2;SABADELL;2015/01/07;N;N;N;N;5;3
5;H;3;SABADELL;2015/01/07;N;N;N;N;3;0
6;D;1;SABADELL;2015/01/07;N;N;N;N;2;0
7;H;3;SABADELL;2015/01/07;N;N;N;N;3;0
8;D;1;SABADELL;2015/01/07;N;N;N;N;4;1
9;D;3;;2015/01/07;N;N;N;N;2;1
10;D;2;SABADELL;2011/02/15;N;N;N;Y;5;1
11;D;2;Sabadell;2015/01/07;N;N;N;N;6;1
12;D;3;SABADELL;2015/01/07;N;N;N;N;0;1
13;H;2;SABADELL;2015/01/07;N;N;N;N;4;1
14;D;2;SABADELL;2015/01/07;N;N;N;N;3;1
15;D;3;SABADELL;2015/01/07;N;N;N;N;1;1
16;D;1;SABADELL;2015/01/07;N;N;N;N;3;0
17;D;3;"BARBERÀ DEL VALLÈS";2015/01/07;Y;N;N;N;5;1
18;D;3;SABADELL;2015/01/07;N;N;N;N;3;1
19;D;2;"BADIA DEL VALLÈS";2015/01/07;N;N;N;N;3;1
20;D;1;SABADELL;2015/01/07;Y;N;N;N;3;0
21;D;1;SABADELL;2015/01/07;N;Y;N;N;2;0
22;D;3;SABADELL;2015/01/07;N;N;N;N;3;1
24;H;2;;2015/01/07;N;N;N;Y;2;1
25;H;3;Sabadell;2015/01/07;N;N;N;N;4;0
26;D;3;SABADELL;2015/01/07;N;N;N;N;3;1
27;D;2;SABADELL;2015/01/07;Y;N;N;N;5;1
28;D;1;SABADELL;2015/01/07;Y;N;N;N;3;1
29;D;1;SABADELL;2015/01/07;Y;N;N;N;2;1
30;D;1;MANACOR;2015/01/07;N;N;N;N;2;0
31;H;3;;2015/01/07;N;N;N;Y;1;1
32;D;3;SABADELL;2011/04/04;N;N;N;N;7;1
33;D;3;;2015/01/07;N;N;N;N;4;1
34;D;3;Sabadell;2015/01/07;N;N;N;N;3;0
35;H;3;SABADELL;2015/01/07;N;N;N;N;3;1
36;D;2;SABADELL;2015/01/07;N;N;N;N;3;1
37;D;2;Sabadell;2015/01/07;N;N;N;N;3;0
38;D;3;SABADELL;2015/01/07;N;N;Y;N;11;1
39;H;3;SABADELL;2015/01/07;N;N;Y;N;3;1
40;H;2;SABADELL;2015/01/07;N;N;N;N;2;0
41;H;4;;2015/01/07;N;N;N;Y;2;1
42;D;1;SABADELL;2015/01/07;Y;N;N;N;5;1
43;H;1;;2015/01/07;Y;N;N;N;3;0
44;H;3;SABADELL;2015/01/07;N;N;N;Y;4;1
45;D;3;SABADELL;2011/06/16;N;N;N;N;4;1
46;H;1;;2015/01/07;Y;N;N;N;4;1
47;H;1;SABADELL;2015/01/07;Y;N;N;N;4;1
48;D;2;;2015/01/07;N;N;N;N;8;1
49;H;3;;2015/01/07;N;N;N;Y;2;1
50;D;2;;2015/01/07;N;N;Y;N;5;1
53;H;1;SABADELL;2015/01/07;N;N;N;N;5;1
54;H;2;SABADELL;2015/01/07;N;N;N;N;6;1
55;D;2;SABADELL;2015/01/07;N;N;N;N;3;1
56;D;3;SABADELL;2015/01/07;N;N;N;Y;0;1
57;H;2;SABADELL;2015/01/07;Y;Y;N;N;6;1
58;D;2;SABADELL;2015/01/07;N;N;N;N;0;1
59;D;1;;2015/01/07;N;N;N;N;0;0
60;D;1;SABADELL;2015/01/07;N;N;N;N;5;1
61;D;2;SABADELL;2015/01/07;N;N;N;N;0;1
62;D;1;SABADELL;2015/01/07;N;N;N;N;0;1
63;D;3;SABADELL;2015/01/07;N;N;Y;N;0;1
64;D;1;SABADELL;2015/01/07;N;N;Y;N;0;1
65;D;2;;2015/01/07;N;N;Y;N;0;1
66;D;3;SABADELL;2015/01/07;N;N;N;Y;0;1
67;D;1;;2015/01/07;Y;N;N;N;5;1
68;D;1;;2015/01/07;Y;N;N;N;5;0
69;D;2;;2015/01/07;N;N;N;N;6;1
70;H;3;;2015/01/07;N;Y;N;N;0;1
72;H;2;SABADELL;2015/01/07;N;N;N;N;5;1
73;D;3;SABADELL;2015/01/07;N;N;N;Y;3;1
74;H;3;SABADELL;2015/01/07;N;N;N;N;0;0
75;D;3;SABADELL;2015/01/07;N;N;N;N;0;0
76;D;3;SABADELL;2015/01/07;N;N;N;N;0;1
77;D;3;;2015/01/07;N;N;N;N;0;1
78;D;2;"BADIA DEL VALLÈS";2015/01/07;N;N;N;N;0;1
79;H;3;"BADIA DEL VALLÈS";2015/01/07;N;N;Y;N;0;1
80;H;1;;2015/01/07;N;N;N;N;0;1
81;D;3;"BARBERÀ DEL VALLÈS";2015/01/07;N;N;N;Y;0;1
82;D;3;;2015/01/07;N;Y;N;N;0;1
83;H;3;;2015/01/07;N;N;N;N;0;1
84;D;4;SABADELL;2015/01/07;N;N;N;Y;0;1
86;H;3;SABADELL;2015/01/07;N;Y;N;N;0;1
87;H;1;SABADELL;2015/01/07;Y;N;N;N;0;1
88;D;4;SABADELL;2015/01/07;N;N;N;Y;0;1
89;D;3;SABADELL;2015/01/07;N;Y;N;N;0;1
90;D;2;;2015/01/07;N;N;Y;N;0;1
91;D;1;SABADELL;2015/01/07;Y;N;N;N;5;0
92;D;1;SABADELL;2015/01/07;Y;N;N;N;1;1
93;D;2;Sabadell;2015/01/07;Y;N;N;Y;3;1
94;D;3;;2015/01/07;N;N;N;N;1;1
95;D;2;SABADELL;2015/01/07;N;N;N;N;3;1
96;D;4;SABADELL;2015/01/07;N;N;N;N;2;1
97;D;4;;2015/01/07;N;Y;N;N;2;1
98;D;2;Sabadell;2015/01/07;N;N;N;N;5;1
99;H;2;ALICANTE/ALACANT;2015/01/07;N;N;N;N;6;1
100;D;3;SABADELL;2015/01/07;N;N;N;N;1;0
101;D;1;SABADELL;2015/01/07;N;N;N;N;1;0
102;H;3;SABADELL;2015/01/07;N;N;N;N;3;1
103;D;2;SABADELL;2015/01/07;N;N;N;N;5;1
104;D;2;Montmeló;2015/01/07;N;N;N;N;3;0
107;D;3;SABADELL;2015/01/07;N;N;N;N;3;1
108;H;2;;2015/01/07;Y;N;N;N;2;0
109;D;3;Sabadell;2015/01/07;N;N;N;N;6;1
111;D;2;SABADELL;2015/01/07;N;N;N;N;4;1
112;D;3;Sabadell;2015/01/07;N;Y;N;N;3;0
113;D;3;Sabadell;2015/01/07;N;N;N;N;0;0
114;D;4;SABADELL;2015/01/07;N;N;N;N;0;0
115;D;3;Sabadell;2015/01/07;N;Y;N;N;3;0
116;H;3;SABADELL;2015/01/07;N;N;N;N;0;0
117;D;3;Sabadell;2015/01/07;N;N;N;N;0;0
118;H;3;Sabadell;2015/01/07;N;N;N;N;0;0
119;H;3;Sabadell;2015/01/07;N;N;N;N;0;1
120;D;2;Sabadell;2015/01/07;N;N;N;N;0;0
121;D;2;Sabadell;2015/01/07;N;N;N;N;3;1
122;H;3;Sabadell;2015/01/07;N;N;N;N;4;1
123;D;1;Sabadell;2015/01/07;N;N;Y;N;6;1
125;D;3;Sabadell;2015/01/07;N;N;N;N;3;0
126;D;2;Sabadell;2015/01/07;N;N;Y;N;7;0
127;D;3;Sabadell;2015/01/07;N;N;N;N;0;0
128;D;1;Sabadell;2015/01/07;N;N;N;N;4;1
129;H;4;Sabadell;2015/01/07;N;N;N;Y;3;0
130;D;2;SABADELL;2015/01/07;N;N;N;N;2;0
131;H;3;SABADELL;2015/01/07;N;N;N;N;3;0
132;H;3;TURRE;2015/01/07;N;N;N;N;4;1
133;D;2;SABADELL;2015/01/07;N;N;N;N;4;0
134;D;1;SABADELL;2015/01/07;N;N;N;N;1;1
135;H;4;BARCELONA;2015/01/07;N;N;N;Y;4;0
136;D;2;SABADELL;2015/01/07;N;Y;N;N;4;0
137;H;4;SABADELL;2015/01/07;N;N;N;Y;2;0
138;D;3;SABADELL;2015/01/07;N;N;N;Y;3;1
139;D;3;SABADELL;2015/01/07;N;N;Y;N;5;0
141;D;4;SABADELL;2012/02/01;N;N;N;Y;7;0
142;D;2;Sabadell;2015/01/07;N;N;N;N;2;1
143;D;2;Sabadell;2015/01/07;N;N;N;N;3;0
144;H;3;Sabadell;2015/01/07;N;N;N;Y;2;0
146;D;2;Sabadell;2015/01/07;N;N;N;N;4;1
147;H;2;TERRASSA;2015/01/07;N;N;N;N;3;0
148;H;3;"Sant Quirze del Vallès";2015/01/07;N;N;Y;N;3;1
149;H;4;"Sant Quirze del Vallès";2015/01/07;N;N;N;Y;3;1
150;D;1;SABADELL;2015/01/07;N;N;Y;N;3;0
151;D;2;Sabadell;2015/01/07;N;N;N;N;4;1
152;H;2;"Sant Quirze del Vallès";2015/01/07;N;N;N;N;6;1
153;D;3;Sabadell;2015/01/07;N;Y;N;N;4;1
154;H;2;Sabadell;2015/01/07;Y;N;N;N;1;0
155;D;2;SABADELL;2015/01/07;N;N;Y;N;4;0
156;D;4;Sabadell;2015/01/07;N;N;N;Y;2;0
157;H;2;SABADELL;2015/01/07;Y;N;N;N;5;0
158;H;2;SABADELL;2015/01/07;N;N;N;N;2;0
159;H;4;SABADELL;2015/01/07;N;N;N;Y;3;1
160;H;3;SABADELL;2015/01/07;N;N;N;N;3;1
161;H;2;Sabadell;2015/01/07;N;Y;N;N;1;0
162;D;1;SABADELL;2015/01/07;N;N;N;N;4;1
163;D;3;"BARBERÀ DEL VALLÈS";2015/01/07;N;N;N;Y;3;2
164;D;1;"Cerdanyola del Vallès";2015/01/07;N;N;N;N;4;1
165;D;2;SABADELL;2015/01/07;Y;N;Y;N;4;0
166;H;3;;2015/01/07;N;N;Y;N;3;0
167;D;3;SABADELL;2015/01/07;N;N;N;Y;3;2
168;D;2;Sabadell;2015/01/07;N;N;N;N;3;0
169;D;2;Sabadell;2015/01/07;N;N;N;N;6;0
170;H;3;SABADELL;2015/01/07;N;N;N;N;2;0
172;D;1;;2015/01/07;Y;N;N;N;0;0
173;D;3;SABADELL;2015/01/07;N;N;N;N;6;1
174;D;1;SABADELL;2015/01/07;N;N;N;N;7;1
175;D;3;Sabadell;2015/01/07;N;N;N;Y;4;1
178;H;2;Sitges;2015/01/07;N;N;N;N;5;0
179;D;2;Sabadell;2015/01/07;N;N;N;N;3;0
180;D;3;"CERDANYOLA DEL VALLÈS";2015/01/07;N;N;N;N;2;1
182;D;3;"CASTELLAR DEL VALLÈS";2015/01/07;N;N;N;N;7;0
183;D;2;Sabadell;2015/01/07;N;N;N;N;2;1
184;D;3;SABADELL;2015/01/07;N;Y;N;N;7;0
185;D;1;Sabadell;2015/01/07;Y;N;N;N;8;0
186;D;2;"CASTELLAR DEL VALLÈS";2015/01/07;N;N;N;N;8;0
187;D;3;Sabadell;2015/01/07;N;N;N;N;3;0
188;D;2;Sabadell;2015/01/07;Y;N;N;N;3;0
189;D;2;SABADELL;2015/01/07;N;N;N;N;2;0
190;D;1;"Sant Quirze del Vallès";2015/01/07;Y;N;N;N;3;1
192;D;2;SABADELL;2015/01/07;N;N;N;N;4;0
193;D;1;SABADELL;2015/01/07;N;N;N;N;5;0
194;D;3;Sabadell;2015/01/07;N;N;N;N;3;0
195;D;3;SABADELL;2015/01/07;N;N;N;N;4;0
196;H;2;SABADELL;2015/01/07;N;N;N;N;4;0
197;D;3;Sabadell;2015/01/07;N;Y;N;N;4;1
198;D;2;SABADELL;2015/01/07;N;Y;N;N;6;1
199;D;3;"SANT QUIRZE DEL VALLÈS";2015/01/07;N;Y;N;N;4;1
200;H;3;SABADELL;2015/01/07;N;N;Y;N;8;1
201;H;2;"Sant Cugat";2015/01/07;N;Y;N;N;7;0
202;D;4;SABADELL;2015/01/07;N;Y;N;N;5;1
203;H;2;Sabadell;2015/01/07;N;N;Y;N;2;1
204;D;3;SABADELL;2015/01/07;N;N;N;N;7;1
205;D;2;SABADELL;2015/01/07;N;N;N;N;7;0
206;H;3;SABADELL;2015/01/07;N;N;N;Y;7;1
207;D;3;Sabadell;2015/01/07;N;Y;N;N;4;1
208;D;3;Sabadell;2015/01/07;N;N;N;N;0;1
209;D;3;Terrassa;2015/01/07;N;N;N;N;0;0
210;H;3;SABADELL;2015/01/07;N;N;N;N;0;0
211;H;1;Sabadell;2015/01/07;N;N;N;N;0;0
212;D;3;Sabadell;2015/01/07;N;N;N;N;0;0
213;H;2;Sabadell;2015/01/07;N;N;N;N;0;1
214;D;3;SABADELL;2015/01/07;N;N;Y;N;0;1
215;D;3;Sabadell;2015/01/07;N;N;N;N;0;0
216;D;2;Sabadell;2015/01/07;N;N;N;N;1;0
217;D;3;Sabadell;2015/01/07;N;N;N;N;3;0
218;D;1;SABADELL;2015/01/07;N;N;N;N;5;0
219;D;3;SABADELL;2015/01/07;N;N;Y;N;4;0
220;D;1;TERRASSA;2015/01/07;N;N;N;Y;5;0
221;D;1;SABADELL;2015/01/07;Y;N;N;N;3;0
222;D;3;SABADELL;2015/01/07;N;N;N;N;4;1
223;H;3;SABADELL;2015/01/07;N;N;N;N;1;0
224;D;3;SABADELL;2015/01/07;N;N;N;N;1;0
225;D;3;SABADELL;2015/01/07;N;Y;N;N;1;1
226;D;2;SABADELL;2015/01/07;N;N;N;N;1;0
227;H;3;BARCELONA;2015/01/07;N;N;N;N;1;0
228;D;2;Sabadell;2015/01/07;N;N;N;N;1;0
229;D;3;Sabadell;2015/01/07;N;N;Y;N;1;0
230;H;1;Sabadell;2015/01/07;Y;N;N;N;6;0
231;D;3;Sabadell;2015/01/07;N;N;N;N;4;1
232;H;3;Sabadell;2015/01/07;N;N;N;N;3;0
233;H;2;Granollers;2015/01/07;N;N;N;N;5;0
234;D;3;SABADELL;2015/01/07;N;N;N;Y;2;0
235;D;1;;2015/01/07;N;N;N;N;0;0
236;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
237;H;1;"CERDANYOLA DEL VALLÈS";2015/01/07;N;N;N;N;0;0
238;D;1;;2015/01/07;N;N;N;N;0;0
239;D;1;SENTMENAT;2015/01/07;N;N;N;N;0;0
240;D;2;SABADELL;2015/01/07;N;N;N;N;0;0
242;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
243;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
244;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
245;H;3;SABADELL;2015/01/07;N;N;N;N;0;0
246;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
247;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
248;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
249;D;1;;2015/01/07;N;N;N;N;0;0
250;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
251;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
252;H;1;;2015/01/07;N;N;N;N;0;0
253;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
254;D;1;TERRASSA;2015/01/07;N;N;N;N;0;0
255;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
256;D;3;SABADELL;2015/01/07;N;N;N;N;0;0
257;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
258;D;1;"SANT QUIRZE DEL VALLÈS";2015/01/07;N;N;N;N;0;0
259;D;1;;2015/01/07;N;N;N;N;0;0
260;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
261;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
262;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
263;D;1;;2015/01/07;N;N;N;N;0;0
264;D;3;SABADELL;2015/01/07;N;N;N;N;0;0
265;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
266;D;1;;2015/01/07;N;N;N;N;0;0
267;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
268;H;1;"BARBERÀ DEL VALLÈS";2015/01/07;N;N;N;Y;1;0
269;H;1;SENTMENAT;2015/01/07;N;N;N;N;0;1
270;D;2;SABADELL;2015/01/07;N;N;N;N;0;0
271;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
272;H;3;SABADELL;2015/01/07;N;N;N;N;0;1
273;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
274;D;2;SABADELL;2015/01/07;N;N;N;N;4;0
275;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
276;D;3;SABADELL;2015/01/07;N;N;N;N;0;0
277;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
278;D;1;;2015/01/07;N;N;N;N;0;0
279;D;2;SABADELL;2015/01/07;N;N;N;N;0;0
280;D;4;SABADELL;2015/01/07;N;N;N;N;0;1
281;H;1;;2015/01/07;N;N;N;N;0;0
283;H;1;;2015/01/07;N;N;N;N;0;0
284;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
286;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
287;H;2;SABADELL;2015/01/07;N;N;N;N;0;0
288;D;1;;2015/01/07;N;N;N;N;0;0
289;H;1;SABADELL;2015/01/07;N;N;N;N;0;0
290;H;1;"Sant Quirze del Vallès";2015/01/07;N;N;N;N;5;0
291;H;4;"Castellar del Vallès";2015/01/07;N;N;N;Y;3;0
292;H;1;SABADELL;2015/01/07;N;N;Y;N;3;0
293;D;2;SABADELL;2015/01/07;Y;N;N;N;7;0
294;D;2;Sabadell;2015/01/07;N;Y;N;N;3;1
295;H;2;Sabadell;2015/01/07;N;Y;N;N;6;0
296;D;1;Sabadell;2015/01/07;Y;N;N;N;4;1
297;D;1;Sabadell;2015/01/07;Y;N;N;N;5;0
298;D;2;Sabadell;2015/01/07;N;Y;N;N;4;1
299;H;3;SABADELL;2015/01/07;N;N;N;Y;3;1
300;D;1;;2015/01/07;N;N;Y;N;5;0
301;D;2;Sabadell;2015/01/07;N;N;N;N;5;0
302;D;2;Sabadell;2015/01/07;N;N;N;N;6;1
303;D;2;"Castellar del Vallès";2015/01/07;N;N;N;N;5;0
304;D;3;SABADELL;2015/01/07;N;N;Y;N;12;1
305;D;4;SABADELL;2015/01/07;N;N;N;Y;16;1
306;D;2;"Sant Quirze del Vallès";2015/01/07;N;Y;N;N;7;1
307;H;3;SABADELL;2015/01/07;N;N;N;N;4;0
308;D;2;SABADELL;2015/01/07;N;Y;N;N;6;1
309;D;3;Sabadell;2015/01/07;N;N;N;N;7;0
310;D;3;"SANT QUIRZE DEL VALLÈS";2015/01/07;N;N;N;N;5;1
311;D;3;Sabadell;2015/01/07;N;N;N;N;4;0
312;D;1;SABADELL;2015/01/07;Y;N;N;N;7;0
313;H;1;;2015/01/07;N;N;N;N;4;0
314;H;3;"Barberà del Vallès";2015/01/07;N;N;Y;N;5;0
315;D;1;SABADELL;2015/01/07;N;N;N;N;2;0
316;D;4;SABADELL;2015/01/07;N;N;N;Y;3;0
317;D;3;Sabadell;2015/01/07;N;N;N;N;5;1
318;H;3;Sabadell;2015/01/07;N;N;Y;N;3;1
319;H;2;SABADELL;2015/01/07;N;N;N;N;4;0
320;D;3;Sabadell;2015/01/07;N;N;N;N;5;1
322;H;1;Sabadell;2015/01/07;N;N;Y;N;5;0
323;D;3;Sabadell;2015/01/07;N;Y;N;N;3;0
324;D;3;"Castellar del Vallès";2015/01/07;N;Y;N;N;4;1
325;D;2;SABADELL;2015/01/07;N;N;N;N;4;1
327;H;2;Sabadell;2015/01/07;N;N;Y;N;5;0
328;D;3;Polinyà;2015/01/07;N;N;N;N;3;0
329;D;2;Sabadell;2015/01/07;N;N;N;N;2;0
330;D;2;Sabadell;2015/01/07;N;N;N;N;6;0
331;D;3;SABADELL;2015/01/07;N;N;N;N;4;0
332;D;3;Sabadell;2015/01/07;N;N;N;N;5;1
333;H;2;SABADELL;2015/01/07;N;Y;N;N;2;0
334;D;1;SABADELL;2015/01/07;Y;N;N;N;6;0
335;D;1;SABADELL;2015/01/07;Y;N;Y;N;4;1
336;D;3;SABADELL;2015/01/07;N;Y;N;N;5;0
337;D;1;SABADELL;2015/01/07;Y;N;N;N;8;0
338;H;1;Sabadell;2015/01/07;N;N;N;Y;3;0
339;D;4;Sabadell;2015/01/07;N;N;N;Y;2;1
340;D;2;SABADELL;2015/01/07;N;N;Y;N;5;0
342;D;2;Sabadell;2015/01/07;N;N;N;Y;5;1
343;H;2;Sabadell;2015/01/07;N;N;Y;N;5;0
344;H;2;SABADELL;2015/01/07;N;N;Y;N;2;0
345;H;3;Sabadell;2015/01/07;N;N;N;N;5;0
346;D;3;Sabadell;2015/01/07;N;N;N;Y;4;1
347;D;3;SABADELL;2015/01/07;N;Y;N;N;10;0
348;D;1;SABADELL;2015/01/07;N;N;Y;N;5;0
349;D;1;SABADELL;2012/11/21;N;Y;N;N;5;0
350;D;3;"SANT QUIRZE DEL VALLÈS";2015/01/07;N;N;N;N;7;1
351;D;2;"St. Quirze";2015/01/07;N;Y;N;N;6;0
352;H;3;SABADELL;2015/01/07;N;N;N;N;2;0
353;D;3;Sabadell;2015/01/07;N;N;Y;N;2;0
354;H;3;Sabadell;2015/01/07;N;N;Y;N;3;0
355;D;2;Sabadell;2015/01/07;N;N;N;N;4;0
356;D;2;Sabadell;2015/01/07;N;N;N;N;6;0
357;H;1;SABADELL;2015/01/07;N;N;N;N;4;1
358;H;3;Sabadell;2015/01/07;N;N;Y;N;4;0
359;H;3;"Badia del Vallès";2015/01/07;N;N;N;Y;2;0
360;D;1;SABADELL;2015/01/07;Y;N;N;N;8;1
361;D;1;Sabadell;2015/01/07;N;N;N;N;5;0
362;D;2;Sabadell;2015/01/07;N;Y;N;N;4;0
363;D;2;Sabadell;2015/01/07;N;N;Y;N;5;1
364;H;3;SABADELL;2015/01/07;N;N;N;Y;4;0
365;D;3;Sabadell;2015/01/07;N;Y;N;N;5;1
366;H;3;SABADELL;2015/01/07;N;N;N;N;0;0
367;H;3;SABADELL;2015/01/07;N;N;N;N;0;0
368;D;3;SABADELL;2015/01/07;N;N;N;N;0;1
369;H;3;"MOLLET DEL VALLÈS";2015/01/07;N;N;N;N;0;0
370;D;3;Sabadell;2015/01/07;N;Y;N;N;7;1
371;D;1;Sabadell;2015/01/07;N;N;N;N;0;0
372;H;3;SABADELL;2015/01/07;N;N;N;N;0;0
373;H;3;;2015/01/07;N;N;N;N;0;0
374;D;3;Sabadell;2015/01/07;N;N;N;N;0;1
375;D;3;SABADELL;2015/01/07;N;N;N;N;0;0
376;D;3;Sabadell;2015/01/07;N;N;Y;N;3;1
377;D;1;"Barberà del Vallès";2015/01/07;N;N;N;N;4;0
378;H;2;Sabadell;2015/01/07;N;N;N;N;5;0
379;D;1;SABADELL;2015/01/07;N;N;N;N;5;0
380;D;3;Sabadell;2015/01/07;N;Y;N;N;5;1
381;H;3;Sabadell;2015/01/07;N;Y;N;N;2;0
383;H;3;Sabadell;2015/01/07;N;N;N;Y;2;0
384;D;2;Sabadell;2015/01/07;N;N;Y;N;7;0
386;D;2;Sabadell;2015/01/07;N;Y;N;N;2;0
387;H;1;SABADELL;2015/01/07;N;Y;N;N;4;0
388;D;3;SABADELL;2015/01/07;N;N;Y;N;6;0
389;H;1;;2015/01/07;N;N;N;N;2;0
390;D;2;SABADELL;2015/01/07;N;N;Y;N;3;0
391;D;1;SABADELL;2015/01/07;N;N;N;N;0;0
392;D;3;SABADELL;2015/01/07;N;N;Y;N;3;0
393;D;4;SABADELL;2015/01/07;N;N;N;Y;3;1
394;D;3;Sabadell;2015/01/07;N;N;Y;N;6;1
395;D;3;TERRASSA;2015/01/07;N;Y;N;N;4;1
396;D;2;Sabadell;2015/01/07;N;Y;N;N;5;0
397;D;3;"SANT QUIRZE DEL VALLÈS";2015/01/07;N;Y;N;N;6;0
398;D;2;"Sant Quirze";2015/01/07;N;Y;N;N;4;0
399;D;3;Sabadell;2015/01/07;N;N;N;N;3;1
400;D;4;SABADELL;2015/01/07;N;N;N;Y;3;0
401;H;2;Sabadell;2015/01/07;N;N;N;N;4;0
402;H;1;Sabadell;2015/01/07;N;N;N;N;6;0
403;D;1;Sabadell;2015/01/07;Y;N;N;N;4;1
404;D;3;SABADELL;2015/01/07;N;N;N;Y;0;0
405;D;2;SABADELL;2015/01/07;N;Y;N;N;8;0
406;D;1;"Castellar del Vallès";2015/01/07;Y;N;N;N;4;0
407;D;3;SABADELL;2015/01/07;N;N;N;Y;4;0
